"","sikker_fg","fg_kunnskap_1","fg_kunnskap_2","fg_kunnskap_3","fg_forbedring","fg_likhet_1","fg_likhet_2","fg_likhet_3","fg_kunnskap2","fg_auto_flykt","fg_region","fg_kjennskap_nav","fg_auto_nav","fg_pari_nav","fg_kjennskap_prv","fg_auto_prv","fg_imp_1","fg_imp_2","fg_imp_3","fg_flykt_post","fg_nav_post","fg_prv_post","fg_tradeoff_1","fg_tradeoff_2","fg_tradeoff_3","demo_edu","demo_party","demo_trust","demo_lr_scale","post","fg_sikkert_post","fo_delib","fo_media","on_sikkert_post","fg"
"346",NA,4,4,3,2,5,2,4,6,2,6,7,2,1,6,1,4,4,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,2,5,NA,1
"347",NA,3,2,2,3,5,2,3,5,1,6,3,1,1,5,1,4,4,3,2,1,2,2,1,1,NA,NA,NA,NA,1,3,2,4,NA,1
"348",NA,4,4,4,1,2,2,4,7,1,4,6,1,1,3,1,3,4,5,1,2,2,1,2,2,NA,NA,NA,NA,1,1,1,5,NA,1
"349",NA,3,3,3,3,2,3,4,6,1,6,5,1,1,5,1,4,5,5,2,1,2,2,2,1,NA,NA,NA,NA,1,3,2,4,NA,1
"350",NA,3,5,4,1,3,1,3,7,2,5,6,2,1,6,1,4,2,5,2,2,1,1,2,1,NA,NA,NA,NA,1,3,1,5,NA,1
"351",NA,3,5,5,2,2,2,3,7,1,6,6,1,1,7,1,4,4,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"352",NA,4,4,3,3,4,3,5,5,1,5,5,1,2,5,1,3,4,4,1,1,1,1,2,1,NA,NA,NA,NA,1,2,1,4,NA,1
"353",NA,2,2,2,2,2,2,3,6,2,5,7,2,2,6,1,4,3,5,2,2,2,1,2,2,NA,NA,NA,NA,1,3,1,4,NA,1
"354",NA,3,4,2,2,3,3,3,5,1,1,5,1,2,5,1,4,4,5,1,2,1,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"355",NA,3,3,3,2,8,1,8,6,1,5,6,1,2,6,1,5,5,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,1,5,NA,1
"356",NA,3,4,5,2,1,2,2,6,2,7,8,2,1,3,1,3,4,5,2,2,1,1,2,2,NA,NA,NA,NA,1,2,2,5,NA,1
"357",NA,3,4,3,5,6,3,3,3,1,4,3,1,2,3,1,4,4,4,1,3,2,2,2,2,NA,NA,NA,NA,1,2,1,5,NA,1
"358",NA,3,5,4,1,8,2,2,5,1,5,6,1,2,6,1,4,3,5,2,2,2,2,1,2,NA,NA,NA,NA,1,3,2,4,NA,1
"359",NA,4,4,4,3,3,4,4,5,1,2,3,1,1,5,1,4,5,4,1,1,1,2,3,3,NA,NA,NA,NA,1,3,2,5,NA,1
"360",NA,3,2,3,3,5,4,8,6,1,6,4,1,1,1,1,4,4,5,2,2,1,1,1,1,NA,NA,NA,NA,1,2,2,4,NA,1
"361",NA,4,4,4,3,6,3,3,5,1,5,5,1,1,5,1,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,1,3,1,5,NA,1
"362",NA,3,2,4,3,3,1,4,6,1,4,6,1,1,5,1,4,4,4,1,2,1,1,2,1,NA,NA,NA,NA,1,3,2,5,NA,1
"363",NA,4,4,4,3,6,2,4,6,2,4,6,1,1,6,2,3,4,4,2,2,2,2,3,1,NA,NA,NA,NA,1,3,2,4,NA,1
"364",NA,3,4,2,2,2,3,4,6,1,4,6,2,1,6,2,3,4,3,2,2,2,3,3,3,NA,NA,NA,NA,1,2,2,5,NA,1
"365",NA,4,4,4,1,2,2,3,6,1,6,6,1,3,6,1,5,4,4,2,2,3,3,1,3,NA,NA,NA,NA,1,2,3,5,NA,1
"366",NA,2,4,4,3,3,2,3,6,1,2,5,1,1,5,1,4,4,4,1,2,2,2,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"367",NA,2,2,3,3,2,2,2,6,2,1,4,1,1,6,1,4,5,5,1,2,2,1,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"368",NA,3,4,4,2,5,2,4,6,1,6,5,2,2,5,1,4,3,4,2,2,2,1,2,2,NA,NA,NA,NA,1,2,3,4,NA,1
"369",NA,4,4,2,2,1,1,3,4,1,4,4,1,1,4,1,5,5,5,1,1,1,3,3,3,NA,NA,NA,NA,1,NA,1,4,2,0
"370",NA,4,4,4,3,5,3,4,5,1,4,5,1,1,1,1,3,4,5,1,2,1,2,1,1,NA,NA,NA,NA,1,NA,2,5,1,0
"371",NA,4,5,5,9,6,3,4,5,1,5,3,1,1,5,1,5,5,5,1,1,1,2,2,1,NA,NA,NA,NA,1,NA,2,4,3,0
"372",NA,4,4,4,5,3,4,3,4,1,5,3,1,2,2,1,5,5,5,1,2,2,2,2,2,NA,NA,NA,NA,1,NA,1,4,2,0
"373",NA,4,4,4,5,6,5,6,3,1,3,2,1,3,4,3,4,3,4,1,1,1,3,3,3,NA,NA,NA,NA,1,NA,2,4,2,0
"374",NA,4,4,4,4,5,4,8,4,1,4,3,1,3,4,1,3,4,4,2,1,3,3,3,3,NA,NA,NA,NA,1,NA,3,5,2,0
"375",NA,4,4,4,3,3,3,4,5,1,5,5,1,2,5,1,3,4,4,2,2,1,1,2,2,NA,NA,NA,NA,1,NA,2,5,3,0
"376",NA,4,5,5,7,7,7,7,1,1,1,1,1,1,1,1,3,4,5,1,1,1,2,1,1,NA,NA,NA,NA,1,NA,2,4,2,0
"377",NA,4,4,5,2,5,2,5,5,1,4,5,1,1,5,1,4,4,4,1,1,2,2,1,3,NA,NA,NA,NA,1,NA,1,5,2,0
"378",NA,4,5,5,6,6,4,8,5,1,6,5,1,2,2,1,5,5,5,2,2,1,2,2,2,NA,NA,NA,NA,1,NA,1,4,3,0
"379",NA,4,4,4,3,3,2,4,5,1,5,5,1,1,4,1,4,4,4,2,1,2,2,2,2,NA,NA,NA,NA,1,NA,2,4,3,0
"380",NA,4,3,3,3,3,3,4,4,1,4,3,1,2,4,2,4,4,4,2,2,2,1,2,2,NA,NA,NA,NA,1,NA,1,4,1,0
"381",NA,4,5,5,3,3,2,5,5,1,2,5,1,1,5,1,4,3,4,2,1,2,2,2,2,NA,NA,NA,NA,1,NA,1,4,3,0
"382",NA,4,5,5,4,6,3,5,5,1,4,5,1,1,5,1,5,4,5,1,1,1,1,3,3,NA,NA,NA,NA,1,NA,1,4,3,0
"383",NA,4,5,5,3,1,2,5,5,1,6,5,2,1,4,1,3,3,4,2,2,1,3,2,3,NA,NA,NA,NA,1,NA,1,4,3,0
"384",NA,2,4,4,2,2,3,4,6,2,4,6,2,1,6,2,5,5,5,2,2,2,1,1,1,NA,NA,NA,NA,1,NA,2,5,3,0
"385",NA,4,3,3,4,4,4,8,4,1,4,3,1,1,2,1,4,5,5,1,1,1,2,1,2,NA,NA,NA,NA,1,NA,1,5,1,0
"386",NA,2,4,5,3,7,1,5,5,1,6,5,1,1,5,1,4,5,5,1,1,1,2,2,2,NA,NA,NA,NA,1,NA,1,4,2,0
"387",NA,4,5,4,3,8,8,8,3,1,4,5,1,2,3,1,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,1,NA,3,5,2,0
"388",NA,4,5,5,2,3,2,4,5,1,5,5,1,2,5,1,4,4,4,2,2,2,1,1,1,NA,NA,NA,NA,1,NA,2,4,3,0
"389",NA,4,4,4,3,2,2,8,4,1,5,5,1,1,5,1,4,3,5,1,2,1,1,1,1,NA,NA,NA,NA,1,NA,2,4,1,0
"390",NA,5,5,5,9,8,8,8,3,1,8,3,1,1,2,1,5,5,5,1,1,1,2,1,2,NA,NA,NA,NA,1,NA,1,5,2,0
"391",NA,4,4,4,4,6,3,4,3,1,5,3,1,1,3,1,4,4,4,2,1,2,2,3,3,NA,NA,NA,NA,1,NA,2,4,3,0
"392",NA,4,5,5,9,6,2,6,5,1,3,2,1,3,2,1,4,4,4,1,1,1,3,3,3,NA,NA,NA,NA,1,NA,2,5,3,0
"393",NA,4,4,4,3,1,1,5,5,1,8,5,1,1,5,1,5,4,4,1,1,1,2,2,2,NA,NA,NA,NA,1,NA,1,5,1,0
"394",NA,4,4,2,6,7,2,2,5,1,5,5,2,1,2,1,5,4,5,2,2,1,1,3,3,NA,NA,NA,NA,1,NA,1,5,3,0
"395",NA,4,4,4,3,3,3,5,4,1,4,5,1,2,2,1,5,5,5,2,1,1,3,2,1,NA,NA,NA,NA,1,NA,1,4,3,0
"396",NA,3,2,3,4,6,4,4,3,1,3,2,1,3,2,1,4,4,5,1,1,1,2,2,2,NA,NA,NA,NA,1,NA,2,4,3,0
"397",NA,4,4,4,3,8,8,8,5,1,4,3,1,3,3,1,4,4,4,3,1,1,3,1,3,NA,NA,NA,NA,1,NA,2,4,3,0
"398",NA,4,3,4,3,3,5,6,6,2,5,6,1,2,2,1,3,3,5,3,2,1,2,2,2,NA,NA,NA,NA,1,3,2,4,NA,1
"399",NA,3,3,3,5,3,2,5,2,1,4,2,1,2,2,1,4,3,4,2,2,2,2,1,1,NA,NA,NA,NA,1,3,1,4,NA,1
"400",NA,4,5,4,3,8,3,4,4,1,8,4,1,2,4,1,4,3,3,1,1,1,3,2,2,NA,NA,NA,NA,1,NA,2,5,3,0
"401",NA,4,4,4,2,3,2,4,6,2,6,6,2,1,6,1,3,3,5,2,2,2,1,1,1,NA,NA,NA,NA,1,3,2,4,NA,1
"402",NA,4,4,4,2,6,3,4,5,1,3,5,1,2,3,1,3,3,4,2,2,2,1,2,2,NA,NA,NA,NA,1,2,2,4,NA,1
"403",NA,4,5,3,4,3,3,4,4,1,4,4,1,2,3,1,4,4,5,2,1,1,2,3,3,NA,NA,NA,NA,1,NA,1,4,3,0
"404",NA,4,4,4,3,3,4,3,5,1,3,3,1,1,3,1,5,3,1,1,1,2,3,3,3,NA,NA,NA,NA,1,NA,1,4,2,0
"405",NA,4,4,1,3,2,2,4,6,1,5,6,1,2,6,1,4,5,5,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,2,4,3,0
"406",NA,2,4,4,3,4,3,8,5,1,4,5,1,1,5,1,4,4,4,2,2,3,3,3,3,NA,NA,NA,NA,1,3,1,4,NA,1
"407",NA,2,2,2,3,3,2,2,5,1,5,5,1,2,1,1,4,4,4,2,2,2,3,2,2,NA,NA,NA,NA,1,NA,1,4,2,0
"408",NA,3,4,4,4,8,5,5,4,1,4,4,1,3,3,1,4,4,5,2,1,1,3,3,2,NA,NA,NA,NA,1,NA,2,5,1,0
"409",NA,4,4,4,4,5,6,8,3,1,4,3,1,3,2,1,5,5,5,1,1,1,2,2,2,NA,NA,NA,NA,1,NA,2,4,3,0
"410",NA,4,5,5,2,5,3,4,5,1,6,5,1,1,4,1,3,3,4,2,1,2,2,2,2,NA,NA,NA,NA,1,NA,2,5,3,0
"411",NA,4,4,4,9,5,2,2,3,1,3,3,1,2,2,1,5,5,5,1,1,1,1,1,2,NA,NA,NA,NA,1,NA,1,4,3,0
"412",NA,4,2,2,2,3,4,4,5,1,2,5,1,2,5,1,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,1,3,1,4,NA,1
"413",NA,5,5,5,5,6,2,5,5,1,3,2,1,1,1,1,3,4,5,2,1,1,1,1,2,NA,NA,NA,NA,1,NA,2,5,3,0
"414",NA,4,2,2,5,6,6,6,8,1,1,5,1,2,5,1,3,4,3,1,1,1,1,1,1,NA,NA,NA,NA,1,3,2,4,NA,1
